Year,Jurisdiction,Commodity,Trade type,Value (dollars),Unit of measure,Quantity
2000,Canada,Maple sugar,Exports,148327,Metric Tonne,16
2000,Canada,Maple sugar,Exports,174425,Metric Tonne,36
2000,Canada,Maple sugar,Exports,162254,Metric Tonne,19
2000,Canada,Maple sugar,Exports,15793,Metric Tonne,2
2000,Canada,Maple sugar,Exports,123291,Metric Tonne,12
2000,Canada,Maple sugar,Exports,217749,Metric Tonne,22
2000,Canada,Maple sugar,Exports,16571,Metric Tonne,3
2000,Canada,Maple sugar,Exports,362191,Metric Tonne,57
2000,Canada,Maple sugar,Exports,47795,Metric Tonne,7
2000,Canada,Maple sugar,Exports,319099,Metric Tonne,55
2000,Canada,Maple sugar,Exports,186883,Metric Tonne,19
2000,Canada,Maple sugar,Imports,1195,Metric Tonne,0
2000,Canada,Maple sugar,Imports,20150,Metric Tonne,3
2000,Canada,Maple sugar,Imports,2802,Metric Tonne,1
2000,Canada,Maple sugar,Imports,31,Metric Tonne,0
2000,Canada,Maple sugar,Imports,16,Metric Tonne,0
2000,Canada,Maple sugar,Imports,2657,Metric Tonne,0
2000,Canada,Maple sugar,Imports,99,Metric Tonne,0
2000,Canada,Maple sugar,Imports,22,Metric Tonne,0
2000,Canada,Maple sugar,Imports,674,Metric Tonne,0
2000,Canada,Maple sugar,Imports,368,Metric Tonne,0
2000,Canada,Maple syrup,Exports,10003009,Liters,1907320
2000,Canada,Maple syrup,Exports,8974295,Liters,1568430
2000,Canada,Maple syrup,Exports,9083125,Liters,1538950
2000,Canada,Maple syrup,Exports,6776464,Liters,1278896
2000,Canada,Maple syrup,Exports,10641614,Liters,2048559
2000,Canada,Maple syrup,Exports,8687277,Liters,1476587
2000,Canada,Maple syrup,Exports,8411462,Liters,1406394
2000,Canada,Maple syrup,Exports,8579814,Liters,1570004
2000,Canada,Maple syrup,Exports,8093158,Liters,1529919
2000,Canada,Maple syrup,Exports,7802782,Liters,1382448
2000,Canada,Maple syrup,Exports,7997227,Liters,1636343
2000,Canada,Maple syrup,Exports,9081220,Liters,1757957
2000,Canada,Maple syrup,Imports,68788,Liters,15094
2000,Canada,Maple syrup,Imports,30545,Liters,4040
2000,Canada,Maple syrup,Imports,38257,Liters,5279
2000,Canada,Maple syrup,Imports,93543,Liters,14923
2000,Canada,Maple syrup,Imports,179052,Liters,37371
2000,Canada,Maple syrup,Imports,295613,Liters,79883
2000,Canada,Maple syrup,Imports,167085,Liters,71394
2000,Canada,Maple syrup,Imports,93626,Liters,14877
2000,Canada,Maple syrup,Imports,190728,Liters,65587
2000,Canada,Maple syrup,Imports,39323,Liters,5498
2000,Canada,Maple syrup,Imports,53964,Liters,8442
2000,Canada,Maple syrup,Imports,162055,Liters,34706
2001,Canada,Maple sugar,Exports,66192,Metric Tonne,7
2001,Canada,Maple sugar,Exports,211160,Metric Tonne,21
2001,Canada,Maple sugar,Exports,20271,Metric Tonne,4
2001,Canada,Maple sugar,Exports,10468,Metric Tonne,1
2001,Canada,Maple sugar,Exports,122356,Metric Tonne,12
2001,Canada,Maple sugar,Exports,97716,Metric Tonne,13
2001,Canada,Maple sugar,Exports,132939,Metric Tonne,13
2001,Canada,Maple sugar,Exports,191070,Metric Tonne,16
2001,Canada,Maple sugar,Exports,73745,Metric Tonne,7
2001,Canada,Maple sugar,Exports,166035,Metric Tonne,18
2001,Canada,Maple sugar,Imports,119,Metric Tonne,0
2001,Canada,Maple sugar,Imports,608,Metric Tonne,0
2001,Canada,Maple sugar,Imports,24104,Metric Tonne,7
2001,Canada,Maple sugar,Imports,342,Metric Tonne,0
2001,Canada,Maple sugar,Imports,23163,Metric Tonne,6
2001,Canada,Maple sugar,Imports,9,Metric Tonne,0
2001,Canada,Maple sugar,Imports,226,Metric Tonne,0
2001,Canada,Maple sugar,Imports,24759,Metric Tonne,2
2001,Canada,Maple sugar,Imports,189,Metric Tonne,0
2001,Canada,Maple sugar,Imports,758,Metric Tonne,0
2001,Canada,Maple sugar,Imports,3846,Metric Tonne,1
2001,Canada,Maple syrup,Exports,11651128,Liters,1940709
2001,Canada,Maple syrup,Exports,10809835,Liters,1618073
2001,Canada,Maple syrup,Exports,11124105,Liters,1628091
2001,Canada,Maple syrup,Exports,10890282,Liters,1631656
2001,Canada,Maple syrup,Exports,12451881,Liters,1883429
2001,Canada,Maple syrup,Exports,9410301,Liters,1742607
2001,Canada,Maple syrup,Exports,11665106,Liters,1718369
2001,Canada,Maple syrup,Exports,11091267,Liters,1629111
2001,Canada,Maple syrup,Exports,8345800,Liters,1540227
2001,Canada,Maple syrup,Exports,9973733,Liters,1770229
2001,Canada,Maple syrup,Exports,10462032,Liters,1853743
2001,Canada,Maple syrup,Exports,9671677,Liters,1955995
2001,Canada,Maple syrup,Imports,136788,Liters,29405
2001,Canada,Maple syrup,Imports,593989,Liters,123283
2001,Canada,Maple syrup,Imports,585181,Liters,97483
2001,Canada,Maple syrup,Imports,175996,Liters,44702
2001,Canada,Maple syrup,Imports,58067,Liters,19311
2001,Canada,Maple syrup,Imports,124550,Liters,23215
2001,Canada,Maple syrup,Imports,82390,Liters,20356
2001,Canada,Maple syrup,Imports,354924,Liters,103588
2001,Canada,Maple syrup,Imports,55297,Liters,21639
2001,Canada,Maple syrup,Imports,164804,Liters,46604
2001,Canada,Maple syrup,Imports,246170,Liters,56157
2001,Canada,Maple syrup,Imports,81846,Liters,23617
2002,Canada,Maple sugar,Exports,199913,Metric Tonne,21
2002,Canada,Maple sugar,Exports,427109,Metric Tonne,89
2002,Canada,Maple sugar,Exports,63217,Metric Tonne,29
2002,Canada,Maple sugar,Exports,25499,Metric Tonne,2
2002,Canada,Maple sugar,Exports,74652,Metric Tonne,7
2002,Canada,Maple sugar,Exports,143513,Metric Tonne,16
2002,Canada,Maple sugar,Exports,44851,Metric Tonne,6
2002,Canada,Maple sugar,Exports,63213,Metric Tonne,20
2002,Canada,Maple sugar,Exports,185630,Metric Tonne,18
2002,Canada,Maple sugar,Exports,110789,Metric Tonne,16
2002,Canada,Maple sugar,Exports,45117,Metric Tonne,16
2002,Canada,Maple sugar,Exports,120630,Metric Tonne,19
2002,Canada,Maple sugar,Imports,42619,Metric Tonne,8
2002,Canada,Maple sugar,Imports,367,Metric Tonne,0
2002,Canada,Maple sugar,Imports,1310,Metric Tonne,0
2002,Canada,Maple sugar,Imports,2233,Metric Tonne,0
2002,Canada,Maple sugar,Imports,47321,Metric Tonne,8
2002,Canada,Maple sugar,Imports,1664,Metric Tonne,0
2002,Canada,Maple sugar,Imports,8,Metric Tonne,0
2002,Canada,Maple sugar,Imports,35769,Metric Tonne,6
2002,Canada,Maple sugar,Imports,47884,Metric Tonne,8
2002,Canada,Maple sugar,Imports,875,Metric Tonne,0
2002,Canada,Maple sugar,Imports,37358,Metric Tonne,5
2002,Canada,Maple sugar,Imports,3687,Metric Tonne,1
2002,Canada,Maple syrup,Exports,10169268,Liters,1473675
2002,Canada,Maple syrup,Exports,10650380,Liters,1614959
2002,Canada,Maple syrup,Exports,19639108,Liters,2600646
2002,Canada,Maple syrup,Exports,15267883,Liters,2352306
2002,Canada,Maple syrup,Exports,12609707,Liters,1925623
2002,Canada,Maple syrup,Exports,14447825,Liters,2411445
2002,Canada,Maple syrup,Exports,13356126,Liters,2124658
2002,Canada,Maple syrup,Exports,12023871,Liters,1846614
2002,Canada,Maple syrup,Exports,10683761,Liters,1541416
2002,Canada,Maple syrup,Exports,10438037,Liters,1458483
2002,Canada,Maple syrup,Exports,11159839,Liters,1687251
2002,Canada,Maple syrup,Exports,12035683,Liters,1685761
2002,Canada,Maple syrup,Imports,93649,Liters,16466
2002,Canada,Maple syrup,Imports,380725,Liters,64192
2002,Canada,Maple syrup,Imports,304191,Liters,47986
2002,Canada,Maple syrup,Imports,45720,Liters,22600
2002,Canada,Maple syrup,Imports,1195354,Liters,205068
2002,Canada,Maple syrup,Imports,775467,Liters,137158
2002,Canada,Maple syrup,Imports,118943,Liters,16594
2002,Canada,Maple syrup,Imports,185871,Liters,33615
2002,Canada,Maple syrup,Imports,70043,Liters,30792
2002,Canada,Maple syrup,Imports,94410,Liters,36706
2002,Canada,Maple syrup,Imports,81710,Liters,10631
2002,Canada,Maple syrup,Imports,9037,Liters,1230
2003,Canada,Maple sugar,Exports,214798,Metric Tonne,24
2003,Canada,Maple sugar,Exports,32071,Metric Tonne,7
2003,Canada,Maple sugar,Exports,171715,Metric Tonne,26
2003,Canada,Maple sugar,Exports,151618,Metric Tonne,17
2003,Canada,Maple sugar,Exports,46447,Metric Tonne,5
2003,Canada,Maple sugar,Exports,116966,Metric Tonne,15
2003,Canada,Maple sugar,Exports,189931,Metric Tonne,20
2003,Canada,Maple sugar,Exports,95097,Metric Tonne,25
2003,Canada,Maple sugar,Exports,122569,Metric Tonne,11
2003,Canada,Maple sugar,Exports,298542,Metric Tonne,43
2003,Canada,Maple sugar,Exports,1430,Metric Tonne,0
2003,Canada,Maple sugar,Exports,133917,Metric Tonne,13
2003,Canada,Maple sugar,Imports,4494,Metric Tonne,1
2003,Canada,Maple sugar,Imports,2675,Metric Tonne,0
2003,Canada,Maple sugar,Imports,699,Metric Tonne,0
2003,Canada,Maple sugar,Imports,2826,Metric Tonne,0
2003,Canada,Maple sugar,Imports,6622,Metric Tonne,2
2003,Canada,Maple sugar,Imports,867,Metric Tonne,0
2003,Canada,Maple sugar,Imports,27,Metric Tonne,0
2003,Canada,Maple sugar,Imports,3150,Metric Tonne,0
2003,Canada,Maple sugar,Imports,61647,Metric Tonne,8
2003,Canada,Maple sugar,Imports,253,Metric Tonne,0
2003,Canada,Maple sugar,Imports,3714,Metric Tonne,1
2003,Canada,Maple sugar,Imports,16331,Metric Tonne,2
2003,Canada,Maple syrup,Exports,11487585,Liters,1742113
2003,Canada,Maple syrup,Exports,12909580,Liters,1945827
2003,Canada,Maple syrup,Exports,13687225,Liters,2092292
2003,Canada,Maple syrup,Exports,10159425,Liters,1626712
2003,Canada,Maple syrup,Exports,9673981,Liters,1509619
2003,Canada,Maple syrup,Exports,12739254,Liters,2099615
2003,Canada,Maple syrup,Exports,11098834,Liters,1606002
2003,Canada,Maple syrup,Exports,10145952,Liters,1577543
2003,Canada,Maple syrup,Exports,13618906,Liters,2129510
2003,Canada,Maple syrup,Exports,14584133,Liters,2347698
2003,Canada,Maple syrup,Exports,12073415,Liters,1757313
2003,Canada,Maple syrup,Exports,13488740,Liters,2079673
2003,Canada,Maple syrup,Imports,357093,Liters,58217
2003,Canada,Maple syrup,Imports,817961,Liters,152594
2003,Canada,Maple syrup,Imports,67908,Liters,11467
2003,Canada,Maple syrup,Imports,773600,Liters,135273
2003,Canada,Maple syrup,Imports,381139,Liters,70289
2003,Canada,Maple syrup,Imports,412760,Liters,86998
2003,Canada,Maple syrup,Imports,58761,Liters,8578
2003,Canada,Maple syrup,Imports,248559,Liters,38839
2003,Canada,Maple syrup,Imports,31365,Liters,3821
2003,Canada,Maple syrup,Imports,21039,Liters,3633
2003,Canada,Maple syrup,Imports,343705,Liters,62671
2003,Canada,Maple syrup,Imports,54328,Liters,8951
2004,Canada,Maple sugar,Exports,246832,Metric Tonne,28
2004,Canada,Maple sugar,Exports,154815,Metric Tonne,27
2004,Canada,Maple sugar,Exports,176185,Metric Tonne,18
2004,Canada,Maple sugar,Exports,309312,Metric Tonne,43
2004,Canada,Maple sugar,Exports,113717,Metric Tonne,11
2004,Canada,Maple sugar,Exports,317606,Metric Tonne,47
2004,Canada,Maple sugar,Exports,206413,Metric Tonne,30
2004,Canada,Maple sugar,Exports,93071,Metric Tonne,16
2004,Canada,Maple sugar,Exports,42587,Metric Tonne,7
2004,Canada,Maple sugar,Exports,110026,Metric Tonne,15
2004,Canada,Maple sugar,Exports,218587,Metric Tonne,36
2004,Canada,Maple sugar,Exports,162981,Metric Tonne,27
2004,Canada,Maple sugar,Imports,3447,Metric Tonne,0
2004,Canada,Maple sugar,Imports,20224,Metric Tonne,2
2004,Canada,Maple sugar,Imports,3257,Metric Tonne,0
2004,Canada,Maple sugar,Imports,25959,Metric Tonne,3
2004,Canada,Maple sugar,Imports,20414,Metric Tonne,2
2004,Canada,Maple sugar,Imports,1941,Metric Tonne,0
2004,Canada,Maple sugar,Imports,4144,Metric Tonne,1
2004,Canada,Maple sugar,Imports,3274,Metric Tonne,1
2004,Canada,Maple sugar,Imports,3829,Metric Tonne,1
2004,Canada,Maple sugar,Imports,2946,Metric Tonne,0
2004,Canada,Maple sugar,Imports,2675,Metric Tonne,1
2004,Canada,Maple sugar,Imports,16170,Metric Tonne,2
2004,Canada,Maple syrup,Exports,12633505,Liters,1975164
2004,Canada,Maple syrup,Exports,14652264,Liters,2182356
2004,Canada,Maple syrup,Exports,15285635,Liters,2361892
2004,Canada,Maple syrup,Exports,13846910,Liters,2168657
2004,Canada,Maple syrup,Exports,14475317,Liters,2246173
2004,Canada,Maple syrup,Exports,11230538,Liters,1644197
2004,Canada,Maple syrup,Exports,10842396,Liters,1643211
2004,Canada,Maple syrup,Exports,14809726,Liters,2254909
2004,Canada,Maple syrup,Exports,12780480,Liters,1992287
2004,Canada,Maple syrup,Exports,9435979,Liters,1511975
2004,Canada,Maple syrup,Exports,10386491,Liters,1570902
2004,Canada,Maple syrup,Exports,11649369,Liters,1785144
2004,Canada,Maple syrup,Imports,42665,Liters,11236
2004,Canada,Maple syrup,Imports,12155,Liters,1114
2004,Canada,Maple syrup,Imports,406251,Liters,65442
2004,Canada,Maple syrup,Imports,194384,Liters,41973
2004,Canada,Maple syrup,Imports,14441,Liters,3246
2004,Canada,Maple syrup,Imports,1579831,Liters,302998
2004,Canada,Maple syrup,Imports,269898,Liters,78115
2004,Canada,Maple syrup,Imports,565245,Liters,92087
2004,Canada,Maple syrup,Imports,156353,Liters,20423
2004,Canada,Maple syrup,Imports,1854320,Liters,336139
2004,Canada,Maple syrup,Imports,171711,Liters,38048
2004,Canada,Maple syrup,Imports,70684,Liters,15510
2005,Canada,Maple sugar,Exports,125688,Metric Tonne,16
2005,Canada,Maple sugar,Exports,17306,Metric Tonne,2
2005,Canada,Maple sugar,Exports,126113,Metric Tonne,12
2005,Canada,Maple sugar,Exports,101938,Metric Tonne,9
2005,Canada,Maple sugar,Exports,94882,Metric Tonne,11
2005,Canada,Maple sugar,Exports,171530,Metric Tonne,28
2005,Canada,Maple sugar,Exports,206965,Metric Tonne,22
2005,Canada,Maple sugar,Exports,528581,Metric Tonne,69
2005,Canada,Maple sugar,Exports,12382,Metric Tonne,2
2005,Canada,Maple sugar,Exports,118804,Metric Tonne,19
2005,Canada,Maple sugar,Exports,317037,Metric Tonne,42
2005,Canada,Maple sugar,Exports,107602,Metric Tonne,11
2005,Canada,Maple sugar,Imports,45277,Metric Tonne,5
2005,Canada,Maple sugar,Imports,3628,Metric Tonne,0
2005,Canada,Maple sugar,Imports,7229,Metric Tonne,1
2005,Canada,Maple sugar,Imports,33349,Metric Tonne,5
2005,Canada,Maple sugar,Imports,8720,Metric Tonne,1
2005,Canada,Maple sugar,Imports,44463,Metric Tonne,5
2005,Canada,Maple sugar,Imports,25456,Metric Tonne,3
2005,Canada,Maple sugar,Imports,28772,Metric Tonne,4
2005,Canada,Maple sugar,Imports,67517,Metric Tonne,10
2005,Canada,Maple sugar,Imports,24563,Metric Tonne,4
2005,Canada,Maple sugar,Imports,1327,Metric Tonne,0
2005,Canada,Maple syrup,Exports,15719145,Liters,2369281
2005,Canada,Maple syrup,Exports,13427937,Liters,2053661
2005,Canada,Maple syrup,Exports,14427885,Liters,2133244
2005,Canada,Maple syrup,Exports,9876931,Liters,1539380
2005,Canada,Maple syrup,Exports,16670748,Liters,2473639
2005,Canada,Maple syrup,Exports,10489844,Liters,1535865
2005,Canada,Maple syrup,Exports,15044666,Liters,2361326
2005,Canada,Maple syrup,Exports,15588309,Liters,2308400
2005,Canada,Maple syrup,Exports,15617889,Liters,2290906
2005,Canada,Maple syrup,Exports,13194979,Liters,1951514
2005,Canada,Maple syrup,Exports,9085989,Liters,1348172
2005,Canada,Maple syrup,Exports,14339735,Liters,2114265
2005,Canada,Maple syrup,Imports,31324,Liters,11792
2005,Canada,Maple syrup,Imports,170881,Liters,31173
2005,Canada,Maple syrup,Imports,23697,Liters,6590
2005,Canada,Maple syrup,Imports,38259,Liters,17077
2005,Canada,Maple syrup,Imports,24329,Liters,5246
2005,Canada,Maple syrup,Imports,1840616,Liters,370852
2005,Canada,Maple syrup,Imports,13492,Liters,4296
2005,Canada,Maple syrup,Imports,358594,Liters,80317
2005,Canada,Maple syrup,Imports,165066,Liters,38086
2005,Canada,Maple syrup,Imports,119860,Liters,29862
2005,Canada,Maple syrup,Imports,38175,Liters,8567
2005,Canada,Maple syrup,Imports,1211109,Liters,251139
2006,Canada,Maple sugar,Exports,55972,Metric Tonne,5
2006,Canada,Maple sugar,Exports,256810,Metric Tonne,27
2006,Canada,Maple sugar,Exports,150631,Metric Tonne,13
2006,Canada,Maple sugar,Exports,613587,Metric Tonne,76
2006,Canada,Maple sugar,Exports,159915,Metric Tonne,17
2006,Canada,Maple sugar,Exports,127224,Metric Tonne,14
2006,Canada,Maple sugar,Exports,235029,Metric Tonne,33
2006,Canada,Maple sugar,Exports,274708,Metric Tonne,36
2006,Canada,Maple sugar,Exports,559980,Metric Tonne,79
2006,Canada,Maple sugar,Exports,272054,Metric Tonne,39
2006,Canada,Maple sugar,Exports,143670,Metric Tonne,21
2006,Canada,Maple sugar,Exports,238348,Metric Tonne,23
2006,Canada,Maple sugar,Imports,12489,Metric Tonne,1
2006,Canada,Maple sugar,Imports,3651,Metric Tonne,1
2006,Canada,Maple sugar,Imports,30367,Metric Tonne,3
2006,Canada,Maple sugar,Imports,15484,Metric Tonne,2
2006,Canada,Maple sugar,Imports,22103,Metric Tonne,4
2006,Canada,Maple sugar,Imports,10717,Metric Tonne,2
2006,Canada,Maple sugar,Imports,5052,Metric Tonne,1
2006,Canada,Maple sugar,Imports,4276,Metric Tonne,1
2006,Canada,Maple sugar,Imports,2458,Metric Tonne,1
2006,Canada,Maple sugar,Imports,30770,Metric Tonne,3
2006,Canada,Maple sugar,Imports,24686,Metric Tonne,4
2006,Canada,Maple sugar,Imports,7455,Metric Tonne,1
2006,Canada,Maple syrup,Exports,13919612,Liters,2110847
2006,Canada,Maple syrup,Exports,18260178,Liters,2509060
2006,Canada,Maple syrup,Exports,14740382,Liters,2148824
2006,Canada,Maple syrup,Exports,15165731,Liters,2286768
2006,Canada,Maple syrup,Exports,15970654,Liters,2456896
2006,Canada,Maple syrup,Exports,17161837,Liters,2361545
2006,Canada,Maple syrup,Exports,14911410,Liters,2133275
2006,Canada,Maple syrup,Exports,18864139,Liters,2636441
2006,Canada,Maple syrup,Exports,13982565,Liters,2049691
2006,Canada,Maple syrup,Exports,14973557,Liters,2136727
2006,Canada,Maple syrup,Exports,13577664,Liters,1918733
2006,Canada,Maple syrup,Exports,16008127,Liters,2251428
2006,Canada,Maple syrup,Imports,2575762,Liters,471411
2006,Canada,Maple syrup,Imports,51380,Liters,9140
2006,Canada,Maple syrup,Imports,315198,Liters,57938
2006,Canada,Maple syrup,Imports,108662,Liters,17827
2006,Canada,Maple syrup,Imports,152865,Liters,58021
2006,Canada,Maple syrup,Imports,26700,Liters,9889
2006,Canada,Maple syrup,Imports,191536,Liters,57505
2006,Canada,Maple syrup,Imports,200201,Liters,79777
2006,Canada,Maple syrup,Imports,26137,Liters,11472
2006,Canada,Maple syrup,Imports,43604,Liters,14742
2006,Canada,Maple syrup,Imports,52294,Liters,37231
2006,Canada,Maple syrup,Imports,1360528,Liters,255111
2007,Canada,Maple sugar,Exports,771938,Metric Tonne,97
2007,Canada,Maple sugar,Exports,374158,Metric Tonne,32
2007,Canada,Maple sugar,Exports,135839,Metric Tonne,18
2007,Canada,Maple sugar,Exports,433876,Metric Tonne,70
2007,Canada,Maple sugar,Exports,151297,Metric Tonne,14
2007,Canada,Maple sugar,Exports,192359,Metric Tonne,30
2007,Canada,Maple sugar,Exports,267886,Metric Tonne,33
2007,Canada,Maple sugar,Exports,300277,Metric Tonne,39
2007,Canada,Maple sugar,Exports,482519,Metric Tonne,53
2007,Canada,Maple sugar,Exports,232664,Metric Tonne,39
2007,Canada,Maple sugar,Exports,380060,Metric Tonne,39
2007,Canada,Maple sugar,Exports,371872,Metric Tonne,29
2007,Canada,Maple sugar,Imports,347,Metric Tonne,0
2007,Canada,Maple sugar,Imports,1195,Metric Tonne,0
2007,Canada,Maple sugar,Imports,116,Metric Tonne,0
2007,Canada,Maple sugar,Imports,370,Metric Tonne,0
2007,Canada,Maple sugar,Imports,3224,Metric Tonne,1
2007,Canada,Maple sugar,Imports,3237,Metric Tonne,1
2007,Canada,Maple sugar,Imports,1186,Metric Tonne,0
2007,Canada,Maple sugar,Imports,2715,Metric Tonne,1
2007,Canada,Maple sugar,Imports,815,Metric Tonne,0
2007,Canada,Maple sugar,Imports,1447,Metric Tonne,0
2007,Canada,Maple sugar,Imports,156,Metric Tonne,0
2007,Canada,Maple syrup,Exports,17193662,Liters,2379890
2007,Canada,Maple syrup,Exports,14961729,Liters,2162705
2007,Canada,Maple syrup,Exports,19667179,Liters,2892952
2007,Canada,Maple syrup,Exports,18257716,Liters,2590699
2007,Canada,Maple syrup,Exports,17447604,Liters,2444730
2007,Canada,Maple syrup,Exports,17380087,Liters,2411276
2007,Canada,Maple syrup,Exports,15660077,Liters,2211951
2007,Canada,Maple syrup,Exports,16355290,Liters,2320118
2007,Canada,Maple syrup,Exports,17959137,Liters,2558100
2007,Canada,Maple syrup,Exports,20223629,Liters,3034357
2007,Canada,Maple syrup,Exports,18279512,Liters,2637446
2007,Canada,Maple syrup,Exports,20150625,Liters,2796142
2007,Canada,Maple syrup,Imports,88831,Liters,41764
2007,Canada,Maple syrup,Imports,66361,Liters,14695
2007,Canada,Maple syrup,Imports,193144,Liters,38942
2007,Canada,Maple syrup,Imports,361642,Liters,78496
2007,Canada,Maple syrup,Imports,10201,Liters,7824
2007,Canada,Maple syrup,Imports,33907,Liters,13067
2007,Canada,Maple syrup,Imports,73881,Liters,26384
2007,Canada,Maple syrup,Imports,12754,Liters,11346
2007,Canada,Maple syrup,Imports,133851,Liters,28116
2007,Canada,Maple syrup,Imports,75222,Liters,28965
2007,Canada,Maple syrup,Imports,126340,Liters,26615
2007,Canada,Maple syrup,Imports,19234,Liters,13237
2008,Canada,Maple sugar,Exports,316737,Metric Tonne,28
2008,Canada,Maple sugar,Exports,244189,Metric Tonne,26
2008,Canada,Maple sugar,Exports,437963,Metric Tonne,33
2008,Canada,Maple sugar,Exports,161517,Metric Tonne,14
2008,Canada,Maple sugar,Exports,919149,Metric Tonne,53
2008,Canada,Maple sugar,Exports,712585,Metric Tonne,39
2008,Canada,Maple sugar,Exports,373828,Metric Tonne,29
2008,Canada,Maple sugar,Exports,161909,Metric Tonne,16
2008,Canada,Maple sugar,Exports,608307,Metric Tonne,56
2008,Canada,Maple sugar,Exports,671346,Metric Tonne,45
2008,Canada,Maple sugar,Exports,392088,Metric Tonne,27
2008,Canada,Maple sugar,Exports,1075053,Metric Tonne,62
2008,Canada,Maple sugar,Imports,2910,Metric Tonne,0
2008,Canada,Maple sugar,Imports,5,Metric Tonne,0
2008,Canada,Maple sugar,Imports,5732,Metric Tonne,1
