Year,Annee,ISO,Jurisdiction,Juridiction,Cause,Origine,Area,Data_Qualifier,Superficie,Qualificatifs_de_donnees
2008,2008,AB,Alberta,Alberta,Reburn,Rebrûlage,8.42,a,8.42,a
2008,2008,AB,Alberta,Alberta,Unspecified,Indeterminee,70.96,a,70.96,a
2008,2008,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,8649.376,a,8649.376,a
2008,2008,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,1813,a,1813,a
2008,2008,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,4801.454,a,4801.454,a
2008,2008,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,37.1,a,37.1,a
2008,2008,MB,Manitoba,Manitoba,Human activity,Activites humaines,73198.2,a,73198.2,a
2008,2008,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,4250,a,4250,a
2008,2008,MB,Manitoba,Manitoba,Lightning,Foudre,77474.4,a,77474.4,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,125.7,a,125.7,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,6.8,a,6.8,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,10,a,10,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,98.4,a,98.4,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirige,29,a,29,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,1.6,a,1.6,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,2638.01,a,2638.01,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,62,a,62,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,19.78,a,19.78,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,308546.47,a,308546.47,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,222.5,a,222.5,a
2008,2008,ON,Ontario,Ontario,Human activity,Activites humaines,106.6000002,a,106.6000002,a
2008,2008,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,100,a,100,a
2008,2008,ON,Ontario,Ontario,Lightning,Foudre,1193.7,a,1193.7,a
2008,2008,ON,Ontario,Ontario,Unspecified,Indeterminee,16.70100025,a,16.70100025,a
2008,2008,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,0.5,a,0.5,a
2008,2008,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0.5,a,0.5,a
2008,2008,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,3,a,3,a
2008,2008,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2008,2008,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,a,0,a
2008,2008,QC,Quebec,Quebec,Human activity,Activites humaines,148.2,a,148.2,a
2008,2008,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,115,a,115,a
2008,2008,QC,Quebec,Quebec,Lightning,Foudre,1333.4,a,1333.4,a
2008,2008,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,31062.48,a,31062.48,a
2008,2008,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,76,a,76,a
2008,2008,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1099181.81,a,1099181.81,a
2008,2008,YT,Yukon,Yukon,Human activity,Activites humaines,11.83,a,11.83,a
2008,2008,YT,Yukon,Yukon,Lightning,Foudre,13056.05,a,13056.05,a
2009,2009,AB,Alberta,Alberta,Human activity,Activites humaines,22239.18,a,22239.18,a
2009,2009,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,5170.99,a,5170.99,a
2009,2009,AB,Alberta,Alberta,Lightning,Foudre,67111.06,a,67111.06,a
2009,2009,AB,Alberta,Alberta,Reburn,Rebrûlage,5.97,a,5.97,a
2009,2009,AB,Alberta,Alberta,Unspecified,Indeterminee,31.27,a,31.27,a
2009,2009,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,26716.728,a,26716.728,a
2009,2009,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,100,a,100,a
2009,2009,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,220703.056,a,220703.056,a
2009,2009,MB,Manitoba,Manitoba,Human activity,Activites humaines,2230.2,a,2230.2,a
2009,2009,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,420,a,420,a
2009,2009,MB,Manitoba,Manitoba,Lightning,Foudre,641.8,a,641.8,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,233.7,a,233.7,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.2,a,0.2,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,20,a,20,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,392.584,a,392.584,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirige,15,a,15,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,16263.609,a,16263.609,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,858,a,858,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirige,33.3,a,33.3,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,25,a,25,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,22.6,a,22.6,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,10314.35,a,10314.35,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,0.1,a,0.1,a
2009,2009,ON,Ontario,Ontario,Human activity,Activites humaines,375.4000002,a,375.4000002,a
2009,2009,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,1,a,1,a
2009,2009,ON,Ontario,Ontario,Lightning,Foudre,20308.1,a,20308.1,a
2009,2009,ON,Ontario,Ontario,Unspecified,Indeterminee,9.282000019,a,9.282000019,a
2009,2009,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,3,a,3,a
2009,2009,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2009,2009,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,a,0,a
2009,2009,QC,Quebec,Quebec,Human activity,Activites humaines,2246.3,a,2246.3,a
2009,2009,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,28.8,a,28.8,a
2009,2009,QC,Quebec,Quebec,Lightning,Foudre,91725.4,a,91725.4,a
2009,2009,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,4921.63,a,4921.63,a
2009,2009,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,1231,a,1231,a
2009,2009,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,37655.34,a,37655.34,a
2009,2009,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.55,a,0.55,a
2009,2009,YT,Yukon,Yukon,Human activity,Activites humaines,3.23,a,3.23,a
2009,2009,YT,Yukon,Yukon,Lightning,Foudre,230509.12,a,230509.12,a
2010,2010,AB,Alberta,Alberta,Human activity,Activites humaines,2271.29,a,2271.29,a
2010,2010,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,11,a,11,a
2010,2010,AB,Alberta,Alberta,Lightning,Foudre,84448.44,a,84448.44,a
2010,2010,AB,Alberta,Alberta,Reburn,Rebrûlage,138.82,a,138.82,a
2010,2010,AB,Alberta,Alberta,Unspecified,Indeterminee,83.14,a,83.14,a
2010,2010,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,10436.573,a,10436.573,a
2010,2010,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,12,a,12,a
2010,2010,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,326732.176,a,326732.176,a
2010,2010,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.1,a,0.1,a
2010,2010,MB,Manitoba,Manitoba,Human activity,Activites humaines,22396.6,a,22396.6,a
2010,2010,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,1765,a,1765,a
2010,2010,MB,Manitoba,Manitoba,Lightning,Foudre,165098.7,a,165098.7,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,130.5,a,130.5,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,10.8,a,10.8,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,15,a,15,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,38.6,a,38.6,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,956.649,a,956.649,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,0.3,a,0.3,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirige,2.3,a,2.3,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,435.74,a,435.74,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,152.56,a,152.56,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,350649.38,a,350649.38,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,125.05,a,125.05,a
2010,2010,ON,Ontario,Ontario,Human activity,Activites humaines,2609.4,a,2609.4,a
2010,2010,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,7,a,7,a
2010,2010,ON,Ontario,Ontario,Lightning,Foudre,10108.9,a,10108.9,a
2010,2010,ON,Ontario,Ontario,Unspecified,Indeterminee,2110.9,a,2110.9,a
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,5,a,5,a
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,a,0,a
2010,2010,QC,Quebec,Quebec,Human activity,Activites humaines,36000.1,a,36000.1,a
2010,2010,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,30,a,30,a
2010,2010,QC,Quebec,Quebec,Lightning,Foudre,278883.9,a,278883.9,a
2010,2010,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,208262.31,a,208262.31,a
2010,2010,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,284.7,a,284.7,a
2010,2010,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1526789.11,a,1526789.11,a
2010,2010,YT,Yukon,Yukon,Human activity,Activites humaines,5261.58,a,5261.58,a
2010,2010,YT,Yukon,Yukon,Lightning,Foudre,141701.69,a,141701.69,a
2011,2011,AB,Alberta,Alberta,Human activity,Activites humaines,142949.63,a,142949.63,a
2011,2011,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,1423.2,a,1423.2,a
2011,2011,AB,Alberta,Alberta,Lightning,Foudre,97628.15,a,97628.15,a
2011,2011,AB,Alberta,Alberta,Reburn,Rebrûlage,0.16,a,0.16,a
2011,2011,AB,Alberta,Alberta,Unspecified,Indeterminee,650231.14,a,650231.14,a
2011,2011,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,1183.301,a,1183.301,a
2011,2011,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,585,a,585,a
2011,2011,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,11379.726,a,11379.726,a
2011,2011,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,5,a,5,a
2011,2011,MB,Manitoba,Manitoba,Human activity,Activites humaines,26229.3,a,26229.3,a
2011,2011,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,1967,a,1967,a
2011,2011,MB,Manitoba,Manitoba,Lightning,Foudre,100615.2,a,100615.2,a
2011,2011,MB,Manitoba,Manitoba,Unspecified,Indeterminee,0.25,a,0.25,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,33.4,a,33.4,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,2.2,a,2.2,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,1.9,a,1.9,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,38.5,a,38.5,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,387.21487,a,387.21487,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,150.27,a,150.27,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,151.17,a,151.17,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,329462.2675,a,329462.2675,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,71.3871,a,71.3871,a
2011,2011,ON,Ontario,Ontario,Human activity,Activites humaines,1851.500001,a,1851.500001,a
2011,2011,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,600.4,a,600.4,a
2011,2011,ON,Ontario,Ontario,Lightning,Foudre,632086.6,a,632086.6,a
2011,2011,ON,Ontario,Ontario,Unspecified,Indeterminee,1437.6,a,1437.6,a
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,5,a,5,a
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,1,a,1,a
2011,2011,QC,Quebec,Quebec,Human activity,Activites humaines,2272.701,a,2272.701,a
2011,2011,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,1.2,a,1.2,a
2011,2011,QC,Quebec,Quebec,Lightning,Foudre,10124.8,a,10124.8,a
2011,2011,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,55505.7,a,55505.7,a
2011,2011,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,240,a,240,a
2011,2011,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,288341.69,a,288341.69,a
2011,2011,YT,Yukon,Yukon,Human activity,Activites humaines,119.88,a,119.88,a
2011,2011,YT,Yukon,Yukon,Lightning,Foudre,40344.45,a,40344.45,a
2012,2012,AB,Alberta,Alberta,Human activity,Activites humaines,7553.321,a,7553.321,a
2012,2012,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,2,a,2,a
2012,2012,AB,Alberta,Alberta,Lightning,Foudre,644114.83,a,644114.83,a
2012,2012,AB,Alberta,Alberta,Unspecified,Indeterminee,414.3,a,414.3,a
2012,2012,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,5606.907,a,5606.907,a
2012,2012,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,97611.864,a,97611.864,a
2012,2012,MB,Manitoba,Manitoba,Human activity,Activites humaines,21027,a,21027,a
2012,2012,MB,Manitoba,Manitoba,Lightning,Foudre,195861.4,a,195861.4,a
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indeterminee,620,a,620,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,287.9,a,287.9,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.8,a,0.8,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,72.4,a,72.4,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,1671.9,a,1671.9,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,109.1,a,109.1,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,27501.68559,a,27501.68559,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,2.5,a,2.5,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,361.81,a,361.81,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,597.3,a,597.3,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,301322.84,a,301322.84,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,2615.22,a,2615.22,a
2012,2012,ON,Ontario,Ontario,Human activity,Activites humaines,43439.0501,a,43439.0501,a
2012,2012,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,1444.2,a,1444.2,a
2012,2012,ON,Ontario,Ontario,Lightning,Foudre,107923.3,a,107923.3,a
2012,2012,ON,Ontario,Ontario,Unspecified,Indeterminee,236.1999998,a,236.1999998,a
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,11,a,11,a
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,1,a,1,a
2012,2012,QC,Quebec,Quebec,Human activity,Activites humaines,24781.701,a,24781.701,a
2012,2012,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,1.1,a,1.1,a
2012,2012,QC,Quebec,Quebec,Lightning,Foudre,39261.4,a,39261.4,a
2012,2012,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,6861.42,a,6861.42,a
2012,2012,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,1180,a,1180,a
2012,2012,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,220913.8,a,220913.8,a
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,1.1,a,1.1,a
2012,2012,YT,Yukon,Yukon,Human activity,Activites humaines,6.97,a,6.97,a
2012,2012,YT,Yukon,Yukon,Lightning,Foudre,58273.73,a,58273.73,a
2013,2013,AB,Alberta,Alberta,Human activity,Activites humaines,2101.11,a,2101.11,a
2013,2013,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,166.8,a,166.8,a
2013,2013,AB,Alberta,Alberta,Lightning,Foudre,48634.44,a,48634.44,a
2013,2013,AB,Alberta,Alberta,Unspecified,Indeterminee,4830.4,a,4830.4,a
2013,2013,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,4954.3372,a,4954.3372,a
2013,2013,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,13882.003,a,13882.003,a
2013,2013,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0,a,0,a
2013,2013,MB,Manitoba,Manitoba,Human activity,Activites humaines,895.6,a,895.6,a
2013,2013,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,42,a,42,a
2013,2013,MB,Manitoba,Manitoba,Lightning,Foudre,1114519.2,a,1114519.2,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,845.5,a,845.5,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.2,a,0.2,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,34.4,a,34.4,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,27668.735,a,27668.735,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,2474.861,a,2474.861,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,295.217,a,295.217,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirige,6.06,a,6.06,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.1,a,0.1,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,6.03,a,6.03,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,1188.4,a,1188.4,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,553870.82,a,553870.82,a
2013,2013,ON,Ontario,Ontario,Human activity,Activites humaines,823.7000011,a,823.7000011,a
2013,2013,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,0.5,a,0.5,a
2013,2013,ON,Ontario,Ontario,Lightning,Foudre,50216.4,a,50216.4,a
2013,2013,ON,Ontario,Ontario,Unspecified,Indeterminee,49.89999852,a,49.89999852,a
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,0,a,0,a
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,76,a,76,a
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,a,0,a
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,5,a,5,a
2013,2013,QC,Quebec,Quebec,Human activity,Activites humaines,17130.83,a,17130.83,a
2013,2013,QC,Quebec,Quebec,Lightning,Foudre,1855711.5,a,1855711.5,a
2013,2013,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,12218.22,a,12218.22,a
2013,2013,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,905.8,a,905.8,a
2013,2013,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,356634.5,a,356634.5,a
2013,2013,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.01,a,0.01,a
2013,2013,YT,Yukon,Yukon,Human activity,Activites humaines,6.45,a,6.45,a
2013,2013,YT,Yukon,Yukon,Lightning,Foudre,198307.34,a,198307.34,a
2014,2014,AB,Alberta,Alberta,Human activity,Activites humaines,1203.841,a,1203.841,a
2014,2014,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,201,a,201,a
2014,2014,AB,Alberta,Alberta,Lightning,Foudre,286625.28,a,286625.28,a
2014,2014,AB,Alberta,Alberta,Unspecified,Indeterminee,19.12,a,19.12,a
2014,2014,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,8085.2051,a,8085.2051,a
2014,2014,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirige,1,a,1,a
2014,2014,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,360841.332,a,360841.332,a
2014,2014,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.45,a,0.45,a
2014,2014,MB,Manitoba,Manitoba,Human activity,Activites humaines,1171.5,a,1171.5,a
2014,2014,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirige,100,a,100,a
2014,2014,MB,Manitoba,Manitoba,Lightning,Foudre,37936.4,a,37936.4,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,101.3,a,101.3,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.5,a,0.5,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,11.3,a,11.3,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirige,4.36,a,4.36,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,8832,a,8832,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,536.6107,a,536.6107,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,27.86,a,27.86,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,10616.38,a,10616.38,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,3410696.14,a,3410696.14,a
2014,2014,ON,Ontario,Ontario,Human activity,Activites humaines,241.9000009,a,241.9000009,a
2014,2014,ON,Ontario,Ontario,Prescribed burn,Brûlage dirige,985,a,985,a
2014,2014,ON,Ontario,Ontario,Lightning,Foudre,5143.7,a,5143.7,a
2014,2014,ON,Ontario,Ontario,Unspecified,Indeterminee,0.900000011,a,0.900000011,a
2014,2014,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,3,a,3,a
2014,2014,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,,a,,a
2014,2014,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,,a,,a
2014,2014,QC,Quebec,Quebec,Human activity,Activites humaines,8416.501,a,8416.501,a
2014,2014,QC,Quebec,Quebec,Prescribed burn,Brûlage dirige,182,a,182,a
2014,2014,QC,Quebec,Quebec,Lightning,Foudre,55304.2,a,55304.2,a
2014,2014,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,15529.66,a,15529.66,a
2014,2014,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirige,2425,a,2425,a
2014,2014,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,327253.82,a,327253.82,a
2014,2014,YT,Yukon,Yukon,Human activity,Activites humaines,23.581,a,23.581,a
2014,2014,YT,Yukon,Yukon,Lightning,Foudre,3137.013,a,3137.013,a
2015,2015,AB,Alberta,Alberta,Human activity,Activites humaines,38618.049,a,38618.049,a
2015,2015,AB,Alberta,Alberta,Prescribed burn,Brûlage dirige,2972.4,a,2972.4,a
2015,2015,AB,Alberta,Alberta,Lightning,Foudre,801712.27,a,801712.27,a
2015,2015,AB,Alberta,Alberta,Unspecified,Indeterminee,570.39,a,570.39,a
