Year,Annee,ISO,Jurisdiction,Juridiction,Cause,Origine,Area,Superficie,Number,Nombre
2010,2010,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,326732.176,326732.176,1000,1000
2010,2010,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,12,12,1,1
2010,2010,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.1,0.1,1,1
2010,2010,MB,Manitoba,Manitoba,Human activity,Activites humaines,22396.6,22396.6,248,248
2010,2010,MB,Manitoba,Manitoba,Lightning,Foudre,165098.7,165098.7,338,338
2010,2010,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,1765,1765,3,3
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,130.5,130.5,143,143
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,10.8,10.8,9,9
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,15,15,27,27
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,38.6,38.6,42,42
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,956.649,956.649,4,4
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,0.3,0.3,1,1
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,2.3,2.3,1,1
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,435.74,435.74,248,248
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,152.56,152.56,19,19
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,350649.38,350649.38,201,201
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,125.05,125.05,4,4
2010,2010,ON,Ontario,Ontario,Human activity,Activites humaines,2609.4,2609.4,541,541
2010,2010,ON,Ontario,Ontario,Lightning,Foudre,10108.9,10108.9,363,363
2010,2010,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,7,7,1,1
2010,2010,ON,Ontario,Ontario,Unspecified,Indeterminee,2110.9,2110.9,28,28
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,5,5,4,4
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,0,0,0,0
2010,2010,QC,Quebec,Quebec,Human activity,Activites humaines,36000.1,36000.1,497,497
2010,2010,QC,Quebec,Quebec,Lightning,Foudre,278883.9,278883.9,242,242
2010,2010,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,30,30,1,1
2010,2010,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,208262.31,208262.31,233,233
2010,2010,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1526789.11,1526789.11,345,345
2010,2010,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,284.7,284.7,4,4
2010,2010,YT,Yukon,Yukon,Human activity,Activites humaines,5261.58,5261.58,39,39
2010,2010,YT,Yukon,Yukon,Lightning,Foudre,141701.69,141701.69,50,50
2011,2011,AB,Alberta,Alberta,Human activity,Activites humaines,142949.63,142949.63,928,928
2011,2011,AB,Alberta,Alberta,Lightning,Foudre,97628.15,97628.15,232,232
2011,2011,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,1423.2,1423.2,13,13
2011,2011,AB,Alberta,Alberta,Reburn,Rebrulage,0.16,0.16,5,5
2011,2011,AB,Alberta,Alberta,Unspecified,Indeterminee,650231.14,650231.14,30,30
2011,2011,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,1183.301,1183.301,470,470
2011,2011,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,11379.726,11379.726,210,210
2011,2011,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,585,585,3,3
2011,2011,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,5,5,1,1
2011,2011,MB,Manitoba,Manitoba,Human activity,Activites humaines,26229.3,26229.3,158,158
2011,2011,MB,Manitoba,Manitoba,Lightning,Foudre,100615.2,100615.2,159,159
2011,2011,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,1967,1967,5,5
2011,2011,MB,Manitoba,Manitoba,Unspecified,Indeterminee,0.25,0.25,1,1
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,33.4,33.4,55,55
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,2.2,2.2,4,4
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,1.9,1.9,8,8
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,38.5,38.5,35,35
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,387.21487,387.21487,7,7
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,150.27,150.27,114,114
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,151.17,151.17,25,25
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,329462.2675,329462.2675,168,168
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,71.3871,71.3871,8,8
2011,2011,ON,Ontario,Ontario,Human activity,Activites humaines,1851.500001,1851.500001,458,458
2011,2011,ON,Ontario,Ontario,Lightning,Foudre,632086.6,632086.6,847,847
2011,2011,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,600.4,600.4,2,2
2011,2011,ON,Ontario,Ontario,Unspecified,Indeterminee,1437.6,1437.6,33,33
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,5,5,3,3
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,1,1,1,1
2011,2011,QC,Quebec,Quebec,Human activity,Activites humaines,2272.701,2272.701,232,232
2011,2011,QC,Quebec,Quebec,Lightning,Foudre,10124.8,10124.8,98,98
2011,2011,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,1.2,1.2,1,1
2011,2011,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,55505.7,55505.7,241,241
2011,2011,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,288341.69,288341.69,66,66
2011,2011,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,240,240,1,1
2011,2011,YT,Yukon,Yukon,Human activity,Activites humaines,119.88,119.88,16,16
2011,2011,YT,Yukon,Yukon,Lightning,Foudre,40344.45,40344.45,40,40
2012,2012,AB,Alberta,Alberta,Human activity,Activites humaines,7553.321,7553.321,1133,1133
2012,2012,AB,Alberta,Alberta,Lightning,Foudre,644114.83,644114.83,470,470
2012,2012,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,2,2,1,1
2012,2012,AB,Alberta,Alberta,Unspecified,Indeterminee,414.3,414.3,42,42
2012,2012,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,5606.907,5606.907,705,705
2012,2012,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,97611.864,97611.864,954,954
2012,2012,MB,Manitoba,Manitoba,Human activity,Activites humaines,21027,21027,205,205
2012,2012,MB,Manitoba,Manitoba,Lightning,Foudre,195861.4,195861.4,293,293
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indeterminee,620,620,1,1
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,287.9,287.9,277,277
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.8,0.8,6,6
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,72.4,72.4,55,55
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,1671.9,1671.9,109,109
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,109.1,109.1,2,2
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,27501.68559,27501.68559,27,27
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,2.5,2.5,1,1
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,361.81,361.81,352,352
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,597.3,597.3,29,29
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,301322.84,301322.84,253,253
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,2615.22,2615.22,7,7
2012,2012,ON,Ontario,Ontario,Human activity,Activites humaines,43439.0501,43439.0501,614,614
2012,2012,ON,Ontario,Ontario,Lightning,Foudre,107923.3,107923.3,985,985
2012,2012,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,1444.2,1444.2,6,6
2012,2012,ON,Ontario,Ontario,Unspecified,Indeterminee,236.1999998,236.1999998,30,30
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,11,11,7,7
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2012,2012,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,1,1,1,1
2012,2012,QC,Quebec,Quebec,Human activity,Activites humaines,24781.701,24781.701,522,522
2012,2012,QC,Quebec,Quebec,Lightning,Foudre,39261.4,39261.4,274,274
2012,2012,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,1.1,1.1,2,2
2012,2012,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,6861.42,6861.42,215,215
2012,2012,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,220913.8,220913.8,204,204
2012,2012,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,1180,1180,7,7
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,1.1,1.1,2,2
2012,2012,YT,Yukon,Yukon,Human activity,Activites humaines,6.97,6.97,35,35
2012,2012,YT,Yukon,Yukon,Lightning,Foudre,58273.73,58273.73,92,92
2013,2013,AB,Alberta,Alberta,Human activity,Activites humaines,2101.11,2101.11,892,892
2013,2013,AB,Alberta,Alberta,Lightning,Foudre,48634.44,48634.44,337,337
2013,2013,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,166.8,166.8,7,7
2013,2013,AB,Alberta,Alberta,Unspecified,Indeterminee,4830.4,4830.4,43,43
2013,2013,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,4954.3372,4954.3372,572,572
2013,2013,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,13882.003,13882.003,1306,1306
2013,2013,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0,0,1,1
2013,2013,MB,Manitoba,Manitoba,Human activity,Activites humaines,895.6,895.6,192,192
2013,2013,MB,Manitoba,Manitoba,Lightning,Foudre,1114519.2,1114519.2,302,302
2013,2013,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,42,42,2,2
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,845.5,845.5,315,315
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.2,0.2,2,2
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,34.4,34.4,36,36
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,27668.735,27668.735,70,70
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,2474.861,2474.861,1,1
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,295.217,295.217,157,157
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,0.1,0.1,1,1
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,6.06,6.06,3,3
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,6.03,6.03,13,13
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,1188.4,1188.4,16,16
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,553870.82,553870.82,241,241
2013,2013,ON,Ontario,Ontario,Human activity,Activites humaines,823.7000011,823.7000011,330,330
2013,2013,ON,Ontario,Ontario,Lightning,Foudre,50216.4,50216.4,239,239
2013,2013,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,0.5,0.5,1,1
2013,2013,ON,Ontario,Ontario,Unspecified,Indeterminee,49.89999852,49.89999852,12,12
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,0,0,1,1
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,0,0,8,8
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,76,76,1,1
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,76,76,8,8
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,0,0,0,0
2013,2013,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,5,5,2,2
2013,2013,QC,Quebec,Quebec,Human activity,Activites humaines,17130.83,17130.83,377,377
2013,2013,QC,Quebec,Quebec,Lightning,Foudre,1855711.5,1855711.5,151,151
2013,2013,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,12218.22,12218.22,281,281
2013,2013,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,356634.5,356634.5,160,160
2013,2013,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,905.8,905.8,7,7
2013,2013,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,0.01,0.01,1,1
2013,2013,YT,Yukon,Yukon,Human activity,Activites humaines,6.45,6.45,21,21
2013,2013,YT,Yukon,Yukon,Lightning,Foudre,198307.34,198307.34,156,156
2014,2014,AB,Alberta,Alberta,Human activity,Activites humaines,1203.841,1203.841,865,865
2014,2014,AB,Alberta,Alberta,Lightning,Foudre,286625.28,286625.28,609,609
2014,2014,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,201,201,3,3
2014,2014,AB,Alberta,Alberta,Unspecified,Indeterminee,19.12,19.12,29,29
2014,2014,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,8085.2051,8085.2051,655,655
2014,2014,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,360841.332,360841.332,820,820
2014,2014,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,1,1,1,1
2014,2014,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,0.45,0.45,2,2
2014,2014,MB,Manitoba,Manitoba,Human activity,Activites humaines,1171.5,1171.5,115,115
2014,2014,MB,Manitoba,Manitoba,Lightning,Foudre,37936.4,37936.4,130,130
2014,2014,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,100,100,1,1
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,101.3,101.3,154,154
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,0.5,0.5,4,4
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,11.3,11.3,22,22
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brulage dirige,4.36,4.36,1,1
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indeterminee,8832,8832,1,1
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,536.6107,536.6107,157,157
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,27.86,27.86,15,15
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,10616.38,10616.38,18,18
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,3410696.14,3410696.14,370,370
2014,2014,ON,Ontario,Ontario,Human activity,Activites humaines,241.9000009,241.9000009,180,180
2014,2014,ON,Ontario,Ontario,Lightning,Foudre,5143.7,5143.7,117,117
2014,2014,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,985,985,6,6
2014,2014,ON,Ontario,Ontario,Unspecified,Indeterminee,0.900000011,0.900000011,6,6
2014,2014,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,3,3,4,4
2014,2014,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,,,,
2014,2014,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,,,,
2014,2014,QC,Quebec,Quebec,Human activity,Activites humaines,8416.501,8416.501,225,225
2014,2014,QC,Quebec,Quebec,Lightning,Foudre,55304.2,55304.2,68,68
2014,2014,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,182,182,3,3
2014,2014,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,15529.66,15529.66,209,209
2014,2014,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,327253.82,327253.82,194,194
2014,2014,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,2425,2425,2,2
2014,2014,YT,Yukon,Yukon,Human activity,Activites humaines,23.581,23.581,18,18
2014,2014,YT,Yukon,Yukon,Lightning,Foudre,3137.013,3137.013,16,16
2015,2015,AB,Alberta,Alberta,Human activity,Activites humaines,38618.049,38618.049,1033,1033
2015,2015,AB,Alberta,Alberta,Lightning,Foudre,801712.27,801712.27,829,829
2015,2015,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,2972.4,2972.4,7,7
2015,2015,AB,Alberta,Alberta,Unspecified,Indeterminee,570.39,570.39,83,83
2015,2015,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,57127.006,57127.006,625,625
2015,2015,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,223740.766,223740.766,1245,1245
2015,2015,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brulage dirige,90,90,1,1
2015,2015,MB,Manitoba,Manitoba,Human activity,Activites humaines,6778.6,6778.6,164,164
2015,2015,MB,Manitoba,Manitoba,Lightning,Foudre,61353,61353,295,295
2015,2015,MB,Manitoba,Manitoba,Prescribed burn,Brulage dirige,1055,1055,2,2
2015,2015,MB,Manitoba,Manitoba,Unspecified,Indeterminee,6.1,6.1,2,2
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activites humaines,197.9,197.9,186,186
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,45.6,45.6,8,8
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indeterminee,19,19,28,28
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activites humaines,9.9,9.9,6,6
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,3579.9,3579.9,19,19
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brulage dirige,81.5,81.5,2,2
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activites humaines,511.5599,511.5599,236,236
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brulage dirige,33.8,33.8,1,1
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indeterminee,5.29,5.29,12,12
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activites humaines,4.05,4.05,16,16
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,722102.59,722102.59,241,241
2015,2015,ON,Ontario,Ontario,Human activity,Activites humaines,1243.500102,1243.500102,345,345
2015,2015,ON,Ontario,Ontario,Lightning,Foudre,38063.8,38063.8,319,319
2015,2015,ON,Ontario,Ontario,Prescribed burn,Brulage dirige,3421,3421,4,4
2015,2015,ON,Ontario,Ontario,Unspecified,Indeterminee,5.600000104,5.600000104,7,7
2015,2015,PE,Prince Edward Island,Ile-du-Prince-edouard,Human activity,Activites humaines,3,3,5,5
2015,2015,PE,Prince Edward Island,Ile-du-Prince-edouard,Lightning,Foudre,,,,
2015,2015,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,,,,
2015,2015,QC,Quebec,Quebec,Human activity,Activites humaines,1460.7001,1460.7001,340,340
2015,2015,QC,Quebec,Quebec,Lightning,Foudre,3919.3,3919.3,46,46
2015,2015,QC,Quebec,Quebec,Prescribed burn,Brulage dirige,778.2,778.2,6,6
2015,2015,SK,Saskatchewan,Saskatchewan,Human activity,Activites humaines,41757.38082,41757.38082,344,344
2015,2015,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,1725597.369,1725597.369,384,384
2015,2015,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brulage dirige,1673.2,1673.2,7,7
2015,2015,YT,Yukon,Yukon,Human activity,Activites humaines,41.9,41.9,24,24
2015,2015,YT,Yukon,Yukon,Lightning,Foudre,169800.71,169800.71,162,162
2016,2016,AB,Alberta,Alberta,Human activity,Activites humaines,1134.3302,1134.3302,878,878
2016,2016,AB,Alberta,Alberta,Lightning,Foudre,27284.37,27284.37,537,537
2016,2016,AB,Alberta,Alberta,Prescribed burn,Brulage dirige,838.1,838.1,7,7
2016,2016,AB,Alberta,Alberta,Unspecified,Indeterminee,485908.49,485908.49,63,63
2016,2016,BC,British Columbia,Colombie-Britannique,Human activity,Activites humaines,93320.658,93320.658,584,584
2016,2016,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,7057.453,7057.453,489,489
